"pid","male","yob","yod","f.pid","m.pid","patrilineal","area"
"2RNF",0,1909,NA,NA,NA,0,"mat.tourist"
"Q8JB",1,1909,NA,NA,NA,0,"mat.tourist"
"5XRP",0,1917,NA,NA,NA,1,"patrilineal"
"N3TU",0,1920,NA,NA,NA,0,"mat.trad"
"RJ5K",0,1922,NA,NA,NA,0,"mat.tourist"
"FD5B",0,1922,NA,NA,NA,0,"mat.trad"
"O4TN",0,1925,NA,NA,NA,0,"mat.tourist"
"2MPN",1,1925,NA,NA,NA,0,"mat.trad"
"SOGA",0,1925,NA,NA,NA,0,"mat.trad"
"ZCIR",0,1926,NA,NA,NA,0,"mat.tourist"
"6M9K",0,1928,NA,NA,NA,0,"mat.tourist"
"AVSU",0,1928,NA,NA,NA,0,"mat.tourist"
"OH39",0,1928,NA,NA,NA,0,"mat.trad"
"Z6RF",0,1928,NA,NA,NA,0,"mat.trad"
"PQI1",0,1928,NA,NA,NA,0,"mat.trad"
"72J5",0,1929,NA,NA,NA,0,"mat.trad"
"498T",0,1929,NA,NA,NA,0,"mat.trad"
"BBK7",0,1929,NA,NA,NA,0,"mat.trad"
"S9Z5",0,1929,NA,NA,NA,0,"mat.trad"
"2LN0",0,1930,NA,NA,NA,0,"mat.tourist"
"GRGD",1,1930,NA,NA,NA,0,"mat.trad"
"2RE7",0,1930,NA,NA,NA,1,"patrilineal"
"Q200",1,1931,NA,NA,NA,0,"mat.tourist"
"QQ94",0,1931,NA,NA,NA,0,"mat.trad"
"WIAC",0,1931,NA,NA,NA,0,"mat.trad"
"9KFR",1,1932,NA,NA,NA,0,"mat.tourist"
"8K59",0,1932,NA,NA,NA,0,"mat.tourist"
"4IIF",0,1932,NA,NA,NA,0,"mat.tourist"
"VJZZ",0,1932,NA,NA,NA,0,"mat.trad"
"2RXV",1,1932,NA,NA,NA,0,"mat.trad"
"WL4D",1,1932,NA,NA,NA,1,"patrilineal"
"KO2I",1,1933,NA,NA,NA,0,"mat.tourist"
"2DS2",1,1933,NA,NA,NA,0,"mat.trad"
"3PE1",0,1933,NA,NA,NA,0,"mat.trad"
"U91U",0,1933,NA,NA,NA,0,"mat.trad"
"BNAP",0,1933,NA,NA,NA,0,"mat.trad"
"YR4G",0,1933,NA,NA,NA,0,"mat.trad"
"ISVT",0,1933,NA,NA,NA,0,"mat.trad"
"GY9S",0,1934,NA,NA,NA,0,"mat.tourist"
"6LPL",0,1934,NA,NA,NA,0,"mat.tourist"
"BAMY",0,1934,NA,NA,NA,0,"mat.trad"
"7U60",0,1934,NA,NA,NA,0,"mat.trad"
"JWZG",1,1935,NA,NA,NA,0,"mat.tourist"
"X8AU",0,1935,NA,NA,NA,0,"mat.trad"
"AF2K",1,1935,NA,NA,NA,0,"mat.trad"
"IE5W",0,1936,NA,NA,NA,0,"mat.tourist"
"Z2EC",1,1936,NA,NA,NA,0,"mat.trad"
"PLHP",0,1936,NA,NA,NA,0,"mat.trad"
"SNTT",0,1936,NA,NA,NA,0,"mat.trad"
"GSQF",1,1936,NA,NA,NA,0,"mat.trad"
"2RVH",0,1936,NA,NA,NA,0,"mat.trad"
"XOBG",1,1936,NA,NA,NA,0,"mat.trad"
"ZMFV",1,1936,NA,NA,NA,1,"patrilineal"
"ETRE",0,1937,NA,NA,NA,0,"mat.tourist"
"L7O7",1,1937,NA,NA,NA,0,"mat.trad"
"WST9",1,1937,NA,NA,NA,0,"mat.trad"
"7HCV",0,1937,NA,NA,NA,0,"mat.trad"
"OSLV",0,1937,NA,NA,NA,0,"mat.trad"
"CPMZ",1,1937,NA,NA,NA,0,"mat.trad"
"23DQ",1,1937,NA,NA,NA,0,"mat.trad"
"TGBA",0,1937,NA,NA,NA,1,"patrilineal"
"Y2BG",0,1938,NA,NA,NA,0,"mat.tourist"
"NM1W",0,1938,NA,NA,NA,0,"mat.trad"
"GPH9",0,1938,NA,NA,NA,0,"mat.trad"
"NQAF",0,1938,NA,NA,NA,0,"mat.trad"
"L7AY",1,1938,NA,NA,NA,0,"mat.trad"
"JQ3O",0,1938,NA,NA,NA,0,"mat.trad"
"0AYX",0,1938,NA,NA,NA,0,"mat.trad"
"6V38",0,1938,NA,NA,NA,0,"mat.trad"
"SE61",1,1938,NA,NA,NA,0,"mat.trad"
"5V6M",1,1938,NA,NA,NA,0,"mat.trad"
"MRUC",1,1938,NA,NA,NA,1,"patrilineal"
"L8E5",1,1939,NA,NA,NA,0,"mat.trad"
"JUXD",0,1939,NA,NA,NA,0,"mat.trad"
"UBH3",1,1939,NA,NA,NA,1,"patrilineal"
"8MPW",1,1940,NA,NA,NA,0,"mat.tourist"
"67UK",0,1940,NA,NA,NA,0,"mat.tourist"
"Z5M8",1,1940,NA,NA,NA,0,"mat.trad"
"DID3",0,1940,NA,NA,NA,0,"mat.trad"
"AV0K",0,1940,NA,NA,NA,0,"mat.trad"
"ZPKM",0,1940,NA,NA,NA,1,"patrilineal"
"YQ4N",0,1940,NA,NA,NA,1,"patrilineal"
"NTG4",1,1941,NA,NA,NA,0,"mat.tourist"
"NS65",0,1941,NA,NA,NA,0,"mat.tourist"
"G3HE",0,1941,NA,NA,NA,0,"mat.trad"
"O2O1",1,1941,NA,NA,NA,0,"mat.trad"
"X5XY",0,1941,NA,NA,NA,0,"mat.trad"
"LI78",0,1941,NA,NA,NA,0,"mat.trad"
"YNZ9",1,1941,NA,NA,NA,0,"mat.trad"
"94M9",0,1941,NA,NA,NA,1,"patrilineal"
"EE0P",1,1941,NA,NA,NA,1,"patrilineal"
"NO7U",0,1941,NA,NA,NA,1,"patrilineal"
"CV27",1,1942,NA,NA,NA,0,"mat.tourist"
"4QHC",1,1942,NA,NA,NA,0,"mat.tourist"
"DJN3",0,1942,NA,NA,NA,0,"mat.tourist"
"JJ3A",0,1942,NA,NA,"N3TU",0,"mat.trad"
"ECEQ",0,1942,NA,NA,NA,0,"mat.trad"
"IHCB",0,1942,NA,NA,NA,0,"mat.trad"
"68F1",1,1942,NA,NA,NA,0,"mat.trad"
"MSNV",0,1942,NA,NA,NA,0,"mat.trad"
"S7X9",0,1942,NA,NA,NA,0,"mat.trad"
"DX1Z",0,1942,NA,NA,NA,0,"mat.trad"
"ZVIS",0,1942,NA,NA,"5XRP",1,"patrilineal"
"2BO3",1,1942,NA,NA,NA,1,"patrilineal"
"2GGY",0,1942,NA,NA,NA,1,"patrilineal"
"KYVW",0,1943,NA,NA,NA,0,"mat.tourist"
"ONM0",0,1943,NA,NA,NA,0,"mat.trad"
"HXZK",1,1943,NA,NA,NA,0,"mat.trad"
"R6VE",1,1943,NA,NA,NA,0,"mat.trad"
"QWM0",1,1943,NA,NA,NA,0,"mat.trad"
"W0IM",1,1943,NA,NA,NA,0,"mat.trad"
"IQLG",0,1943,NA,NA,NA,0,"mat.trad"
"3FYQ",1,1943,NA,NA,NA,1,"patrilineal"
"EZVV",1,1943,NA,NA,NA,1,"patrilineal"
"9G1J",0,1944,NA,NA,NA,0,"mat.tourist"
"HN9V",0,1944,NA,NA,NA,0,"mat.trad"
"4F80",0,1944,NA,NA,NA,0,"mat.trad"
"76RI",1,1945,NA,NA,NA,0,"mat.tourist"
"UGYV",0,1945,NA,NA,NA,0,"mat.trad"
"RS20",0,1945,NA,NA,NA,0,"mat.trad"
"7H13",1,1945,NA,NA,NA,0,"mat.trad"
"COMP",0,1945,NA,NA,NA,0,"mat.trad"
"ZMEI",0,1945,NA,NA,NA,1,"patrilineal"
"JIQF",1,1946,NA,NA,NA,0,"mat.tourist"
"H8Q8",0,1946,NA,NA,NA,0,"mat.trad"
"ZA3L",0,1946,NA,NA,NA,0,"mat.trad"
"506H",1,1946,NA,NA,NA,0,"mat.trad"
"WCLY",0,1946,NA,NA,NA,0,"mat.trad"
"1F1Q",1,1946,NA,NA,NA,1,"patrilineal"
"VOZ4",0,1946,NA,NA,NA,1,"patrilineal"
"ZXJF",0,1946,NA,NA,NA,1,"patrilineal"
"9SQO",0,1947,NA,NA,NA,0,"mat.tourist"
"N0KQ",1,1947,NA,NA,"O4TN",0,"mat.tourist"
"ET7Q",0,1947,NA,NA,NA,0,"mat.tourist"
"6MAN",1,1947,NA,NA,NA,0,"mat.tourist"
"85EI",0,1947,NA,NA,NA,0,"mat.tourist"
"1UZ8",1,1947,NA,NA,NA,0,"mat.tourist"
"OW31",0,1947,NA,NA,NA,0,"mat.tourist"
"FIXA",0,1947,NA,NA,NA,0,"mat.tourist"
"FYQ6",1,1947,NA,NA,NA,0,"mat.trad"
"8XG0",0,1947,NA,NA,"FD5B",0,"mat.trad"
"2V0L",0,1947,NA,NA,NA,0,"mat.trad"
"3EG7",1,1947,NA,NA,NA,0,"mat.trad"
"ZV1A",0,1947,NA,NA,NA,1,"patrilineal"
"9FMS",1,1948,NA,NA,"3ECC",0,"mat.tourist"
"I8BJ",1,1948,NA,NA,"6M9K",0,"mat.tourist"
"59WK",1,1948,NA,NA,NA,0,"mat.tourist"
"7AK3",1,1948,NA,NA,NA,0,"mat.trad"
"1P1A",1,1948,NA,NA,NA,0,"mat.trad"
"VPEY",1,1948,NA,NA,NA,0,"mat.trad"
"X1S1",1,1948,NA,NA,NA,0,"mat.trad"
"T7LP",0,1948,NA,NA,NA,0,"mat.trad"
"8SJ6",0,1948,NA,NA,NA,0,"mat.trad"
"3FQ1",1,1948,NA,NA,NA,0,"mat.trad"
"EL82",0,1948,NA,NA,NA,1,"patrilineal"
"R636",0,1948,NA,NA,NA,1,"patrilineal"
"NG2G",1,1949,NA,NA,NA,0,"mat.tourist"
"R7YF",0,1949,NA,NA,NA,0,"mat.tourist"
"U29Z",1,1949,NA,NA,NA,0,"mat.trad"
"N29E",0,1949,NA,NA,"BBK7",0,"mat.trad"
"2XG9",0,1949,NA,NA,NA,0,"mat.trad"
"CSNS",1,1949,NA,NA,NA,0,"mat.trad"
"R1Q6",0,1949,NA,NA,NA,0,"mat.trad"
"S8I2",0,1949,NA,NA,"SOGA",0,"mat.trad"
"H5WZ",0,1949,NA,NA,NA,1,"patrilineal"
"J26S",1,1949,NA,NA,NA,1,"patrilineal"
"QETZ",0,1950,NA,NA,"O4TN",0,"mat.tourist"
"OW57",0,1950,NA,NA,NA,0,"mat.tourist"
"I8QB",0,1950,NA,NA,"72J5",0,"mat.trad"
"6EZK",0,1950,NA,NA,NA,0,"mat.trad"
"IU75",1,1950,NA,NA,NA,0,"mat.trad"
"B96N",1,1950,NA,NA,NA,0,"mat.trad"
"WO3F",1,1950,NA,NA,NA,0,"mat.trad"
"0WMB",0,1950,NA,NA,NA,0,"mat.trad"
"Y3DW",1,1950,NA,NA,NA,0,"mat.trad"
"OE32",0,1950,NA,NA,"S9Z5",0,"mat.trad"
"P8A5",0,1950,NA,NA,NA,1,"patrilineal"
"UTRD",1,1951,NA,NA,NA,0,"mat.tourist"
"Q9TW",0,1951,NA,NA,NA,0,"mat.tourist"
"LAVC",0,1951,NA,NA,NA,0,"mat.tourist"
"8TMU",0,1951,NA,NA,NA,0,"mat.tourist"
"RUCQ",1,1951,NA,NA,NA,0,"mat.tourist"
"RSWL",0,1951,NA,NA,NA,0,"mat.trad"
"I103",0,1951,NA,NA,NA,0,"mat.trad"
"I12H",0,1951,NA,NA,NA,0,"mat.trad"
"WRXH",1,1951,NA,NA,NA,0,"mat.trad"
"BHLY",0,1951,NA,NA,NA,0,"mat.trad"
"GR72",0,1952,NA,NA,NA,0,"mat.tourist"
"5VWY",1,1952,NA,NA,NA,0,"mat.tourist"
"NQZ5",1,1952,NA,NA,"72J5",0,"mat.trad"
"RVS3",0,1952,NA,NA,NA,0,"mat.trad"
"8U4B",1,1952,NA,NA,NA,0,"mat.trad"
"R8ZB",0,1952,NA,NA,NA,0,"mat.trad"
"CMAM",1,1952,NA,NA,NA,0,"mat.trad"
"U78Q",0,1952,NA,NA,"WIAC",0,"mat.trad"
"AFJU",1,1952,NA,NA,NA,0,"mat.trad"
"V5WQ",0,1952,NA,NA,NA,1,"patrilineal"
"EJ7I",1,1952,NA,NA,NA,1,"patrilineal"
"YUAF",0,1952,NA,NA,NA,1,"patrilineal"
"UAED",1,1953,NA,NA,"6M9K",0,"mat.tourist"
"WQ62",0,1953,NA,NA,"O4TN",0,"mat.tourist"
"KCDF",0,1953,NA,NA,NA,0,"mat.tourist"
"ZW1T",1,1953,NA,NA,NA,0,"mat.tourist"
"SJ30",0,1953,NA,NA,"8K59",0,"mat.tourist"
"KDPO",0,1953,NA,NA,NA,0,"mat.tourist"
"0HCW",1,1953,NA,NA,"ZCIR",0,"mat.tourist"
"H1GF",1,1953,NA,NA,NA,0,"mat.tourist"
"8D7Y",1,1953,NA,NA,NA,0,"mat.trad"
"X0TV",1,1953,NA,NA,"498T",0,"mat.trad"
"3X2T",1,1953,NA,NA,NA,0,"mat.trad"
"V4C3",0,1953,NA,NA,NA,0,"mat.trad"
"G0E6",1,1953,NA,NA,NA,0,"mat.trad"
"Q4CD",0,1953,NA,NA,NA,0,"mat.trad"
"1UT4",0,1953,NA,NA,NA,0,"mat.trad"
"QS5C",1,1953,NA,NA,"U91U",0,"mat.trad"
"KVIJ",0,1953,NA,NA,NA,0,"mat.trad"
"VRIE",1,1953,NA,NA,NA,0,"mat.trad"
"ZQ8Q",1,1953,NA,NA,NA,1,"patrilineal"
"K0C8",1,1953,NA,NA,"5XRP",1,"patrilineal"
"ONNV",1,1953,NA,NA,NA,1,"patrilineal"
"HNWU",1,1954,NA,NA,NA,0,"mat.tourist"
"C6JC",1,1954,NA,NA,NA,0,"mat.tourist"
"EMOT",1,1954,NA,NA,NA,0,"mat.tourist"
"LXBO",1,1954,NA,NA,NA,0,"mat.tourist"
"7VOF",0,1954,NA,NA,NA,0,"mat.tourist"
"8CO7",1,1954,NA,NA,NA,0,"mat.trad"
"KH9P",1,1954,NA,NA,NA,0,"mat.trad"
"DOR0",1,1954,NA,NA,NA,0,"mat.trad"
"RQCJ",1,1954,NA,NA,"BAMY",0,"mat.trad"
"TJX5",1,1954,NA,NA,NA,0,"mat.trad"
"NOB5",1,1954,NA,NA,NA,0,"mat.trad"
"6954",0,1954,NA,NA,"S9Z5",0,"mat.trad"
"T8D8",1,1954,NA,NA,"YR4G",0,"mat.trad"
"LS51",1,1954,NA,NA,NA,1,"patrilineal"
"J9PR",1,1955,NA,NA,NA,0,"mat.trad"
"LCIP",1,1955,NA,NA,NA,0,"mat.trad"
"2QTQ",1,1955,NA,NA,NA,0,"mat.trad"
"XSOK",1,1955,NA,NA,NA,0,"mat.trad"
"1POY",0,1955,NA,NA,NA,0,"mat.trad"
"F082",0,1955,NA,NA,NA,0,"mat.trad"
"7JZA",1,1955,NA,NA,NA,0,"mat.trad"
"SFL0",0,1955,NA,NA,"U91U",0,"mat.trad"
"J51A",0,1955,NA,NA,"BNAP",0,"mat.trad"
"Y1Z6",0,1955,NA,NA,"PQI1",0,"mat.trad"
"3UEL",1,1955,NA,NA,"SOGA",0,"mat.trad"
"52ZJ",1,1955,NA,NA,NA,0,"mat.trad"
"BUMP",0,1955,NA,NA,NA,1,"patrilineal"
"3DZA",0,1955,NA,NA,NA,1,"patrilineal"
"CW6L",0,1956,NA,NA,"GY9S",0,"mat.tourist"
"882F",1,1956,NA,NA,NA,0,"mat.tourist"
"Q6CF",0,1956,NA,NA,NA,0,"mat.tourist"
"EOW9",0,1956,NA,NA,NA,0,"mat.tourist"
"CGB6",1,1956,NA,NA,NA,0,"mat.trad"
"MH4O",0,1956,NA,NA,NA,0,"mat.trad"
"8CI6",0,1956,NA,NA,"498T",0,"mat.trad"
"QZ94",1,1956,NA,NA,NA,0,"mat.trad"
"6BH2",0,1956,NA,NA,NA,0,"mat.trad"
"XRWB",0,1956,NA,NA,NA,0,"mat.trad"
"DDL8",1,1956,NA,NA,"2RVH",0,"mat.trad"
"YBCM",0,1956,NA,NA,NA,0,"mat.trad"
"LZKR",1,1956,NA,NA,NA,0,"mat.trad"
"C1Z0",1,1956,NA,NA,NA,0,"mat.trad"
"80P3",0,1956,NA,NA,"SOGA",0,"mat.trad"
"FR6T",0,1956,NA,NA,NA,1,"patrilineal"
"0FZW",1,1956,NA,NA,NA,1,"patrilineal"
"BX4Y",1,1956,NA,NA,"YQ4N",1,"patrilineal"
"TZCI",0,1957,NA,NA,NA,0,"mat.tourist"
"9BMQ",1,1957,NA,NA,"IE5W",0,"mat.tourist"
"EC4P",0,1957,NA,NA,NA,0,"mat.tourist"
"FMII",0,1957,NA,NA,NA,0,"mat.tourist"
"MJ3A",1,1957,NA,NA,NA,0,"mat.tourist"
"KLUR",0,1957,NA,NA,NA,0,"mat.tourist"
"P22B",1,1957,NA,NA,NA,0,"mat.tourist"
"7MCB",1,1957,NA,NA,"72J5",0,"mat.trad"
"AX2X",1,1957,NA,NA,NA,0,"mat.trad"
"8F06",1,1957,NA,NA,NA,0,"mat.trad"
"MK3Q",1,1957,NA,NA,"BBK7",0,"mat.trad"
"ALDU",1,1957,NA,NA,"3PE1",0,"mat.trad"
"22AN",0,1957,NA,"2MPN",NA,0,"mat.trad"
"P5RN",0,1957,NA,NA,NA,0,"mat.trad"
"A49Y",0,1957,NA,NA,"BAMY",0,"mat.trad"
"GNIG",0,1957,NA,NA,"7HCV",0,"mat.trad"
"AJRC",1,1957,NA,"2RXV","LI78",0,"mat.trad"
"2FER",0,1957,NA,NA,NA,0,"mat.trad"
"JS7V",1,1957,NA,NA,NA,0,"mat.trad"
"LCO0",1,1957,NA,NA,NA,0,"mat.trad"
"KKV5",0,1957,NA,NA,NA,0,"mat.trad"
"R688",0,1957,NA,NA,"JQ3O",0,"mat.trad"
"BBO7",0,1957,NA,NA,NA,1,"patrilineal"
"FIZN",0,1958,NA,NA,"O4TN",0,"mat.tourist"
"ML46",1,1958,NA,NA,NA,0,"mat.tourist"
"X1Q6",1,1958,NA,NA,NA,0,"mat.tourist"
"7WSF",1,1958,NA,NA,NA,0,"mat.tourist"
"96VR",0,1958,NA,NA,NA,0,"mat.tourist"
"2C5C",0,1958,NA,NA,NA,0,"mat.trad"
"4V9K",1,1958,NA,NA,"SNTT",0,"mat.trad"
"04OI",1,1958,NA,NA,NA,0,"mat.trad"
"8JBZ",1,1958,NA,NA,NA,0,"mat.trad"
"P0ZG",1,1958,NA,NA,"QQ94",0,"mat.trad"
"MNXZ",1,1958,NA,"L8E5",NA,0,"mat.trad"
"WLX3",1,1958,NA,NA,"BNAP",0,"mat.trad"
"W9ZO",0,1958,NA,NA,"S9Z5",0,"mat.trad"
"7XEB",0,1958,NA,"SE61","JUXD",0,"mat.trad"
"I5JG",1,1958,NA,NA,NA,1,"patrilineal"
"GRQ9",1,1958,NA,NA,NA,1,"patrilineal"
"I6D5",1,1959,NA,NA,"GY9S",0,"mat.tourist"
"NP9Q",1,1959,NA,NA,"IE5W",0,"mat.tourist"
"ANKK",1,1959,NA,NA,NA,0,"mat.tourist"
"IZGQ",1,1959,NA,NA,NA,0,"mat.tourist"
"8ZFN",1,1959,NA,NA,NA,0,"mat.trad"
"2IXT",1,1959,NA,NA,"WIAC",0,"mat.trad"
"60CP",0,1959,NA,NA,NA,0,"mat.trad"
"IBMJ",1,1959,NA,NA,NA,0,"mat.trad"
"FSDX",1,1959,NA,NA,NA,1,"patrilineal"
"ZNK2",0,1959,NA,NA,NA,1,"patrilineal"
"RNMO",1,1959,NA,NA,NA,1,"patrilineal"
"4ZDF",0,1959,NA,NA,NA,1,"patrilineal"
"ZAX8",1,1959,NA,NA,NA,1,"patrilineal"
"BFOM",1,1960,NA,NA,"ZCIR",0,"mat.tourist"
"IFK9",0,1960,NA,NA,NA,0,"mat.tourist"
"P443",0,1960,NA,NA,NA,0,"mat.trad"
"C2AU",0,1960,NA,"CPMZ","6V38",0,"mat.trad"
"6H7K",0,1960,NA,NA,NA,1,"patrilineal"
"LZZH",0,1960,NA,NA,NA,1,"patrilineal"
"5W5Z",1,1960,NA,NA,NA,1,"patrilineal"
"MECV",0,1961,NA,NA,"2LN0",0,"mat.tourist"
"VMGB",1,1961,NA,NA,"6LPL",0,"mat.tourist"
"IS86",1,1961,NA,NA,NA,0,"mat.tourist"
"7PF4",1,1961,NA,NA,"PLHP",0,"mat.trad"
"24TZ",1,1961,NA,NA,NA,0,"mat.trad"
"ESOU",1,1961,NA,NA,"BBK7",0,"mat.trad"
"3Z52",0,1961,NA,NA,NA,0,"mat.trad"
"8JL8",1,1961,NA,NA,"IHCB",0,"mat.trad"
"XIHZ",1,1961,NA,NA,"2RVH",0,"mat.trad"
"O1A5",1,1961,NA,NA,"U91U",0,"mat.trad"
"ZK93",1,1961,NA,NA,"PQI1",0,"mat.trad"
"KRPS",1,1961,NA,NA,"94M9",1,"patrilineal"
"5GO3",0,1962,NA,NA,"O4TN",0,"mat.tourist"
"2UIJ",0,1962,NA,NA,"GY9S",0,"mat.tourist"
"W2X5",0,1962,NA,NA,NA,0,"mat.tourist"
"ZKGZ",1,1962,NA,NA,NA,0,"mat.tourist"
"ZA2E",1,1962,NA,NA,NA,0,"mat.tourist"
"N9FD",1,1962,NA,NA,"JJ3A",0,"mat.trad"
"8LWC",0,1962,NA,NA,NA,0,"mat.trad"
"D4EE",0,1962,NA,NA,NA,0,"mat.trad"
"1DWZ",1,1962,NA,NA,"G3HE",0,"mat.trad"
"KT69",0,1962,NA,NA,NA,0,"mat.trad"
"PSTJ",1,1962,NA,"L7O7","ECEQ",0,"mat.trad"
"M8CU",1,1962,NA,NA,NA,0,"mat.trad"
"25LV",0,1962,NA,NA,"AV0K",0,"mat.trad"
"Z7OR",0,1962,NA,NA,NA,0,"mat.trad"
"SCNK",1,1962,NA,"L8E5","OSLV",0,"mat.trad"
"M9CY",1,1962,NA,NA,"S7X9",0,"mat.trad"
"XAL7",0,1962,NA,NA,NA,0,"mat.trad"
"EAC7",1,1962,NA,NA,NA,0,"mat.trad"
"8GK1",1,1962,NA,NA,"Z6RF",0,"mat.trad"
"M44Y",0,1962,NA,NA,"S9Z5",0,"mat.trad"
"3DVL",1,1962,NA,NA,NA,0,"mat.trad"
"JW83",0,1962,NA,NA,"TGBA",1,"patrilineal"
"58XL",1,1962,NA,NA,NA,1,"patrilineal"
"5QYT",0,1962,NA,NA,NA,1,"patrilineal"
"1L9Z",1,1962,NA,NA,"ZPKM",1,"patrilineal"
"TA2F",1,1962,NA,NA,NA,1,"patrilineal"
"EXYV",1,1963,NA,NA,NA,0,"mat.tourist"
"B2NJ",1,1963,NA,NA,NA,0,"mat.tourist"
"7X9A",0,1963,NA,NA,"6M9K",0,"mat.tourist"
"Y1CE",1,1963,NA,NA,NA,0,"mat.tourist"
"COEF",1,1963,NA,NA,NA,0,"mat.tourist"
"PBLI",0,1963,NA,NA,NA,0,"mat.tourist"
"J0IF",0,1963,NA,NA,NA,0,"mat.tourist"
"KZ19",0,1963,NA,NA,"ZCIR",0,"mat.tourist"
"60S6",0,1963,NA,NA,NA,0,"mat.tourist"
"5LR0",0,1963,NA,NA,NA,0,"mat.trad"
"9CDQ",0,1963,NA,NA,"SNTT",0,"mat.trad"
"BJRO",0,1963,NA,NA,NA,0,"mat.trad"
"6NKO",1,1963,NA,NA,NA,0,"mat.trad"
"5SHQ",1,1963,NA,NA,NA,0,"mat.trad"
"W1YA",0,1963,NA,NA,NA,0,"mat.trad"
"1SJ0",1,1963,NA,NA,NA,0,"mat.trad"
"S010",1,1963,NA,NA,"GPH9",0,"mat.trad"
"Y69X",1,1963,NA,NA,"7HCV",0,"mat.trad"
"C2RG",1,1963,NA,NA,NA,0,"mat.trad"
"8LG5",1,1963,NA,NA,NA,0,"mat.trad"
"K0WP",0,1963,NA,NA,NA,0,"mat.trad"
"UTHG",1,1963,NA,NA,"BNAP",0,"mat.trad"
"IOMX",0,1963,NA,NA,"S9Z5",0,"mat.trad"
"NF77",1,1963,NA,"CPMZ","6V38",0,"mat.trad"
"5PYK",0,1963,NA,NA,NA,0,"mat.trad"
"M6TV",0,1963,NA,NA,"YR4G",0,"mat.trad"
"5O1G",1,1963,NA,"3FYQ",NA,1,"patrilineal"
"U7H4",0,1963,NA,NA,NA,1,"patrilineal"
"S30R",0,1963,NA,"EE0P","ZMEI",1,"patrilineal"
"VZ23",1,1963,NA,NA,"NO7U",1,"patrilineal"
"QAU1",1,1963,NA,"ZMFV","2GGY",1,"patrilineal"
"CLGN",0,1963,NA,NA,"YQ4N",1,"patrilineal"
"C7OX",0,1964,NA,NA,"IE5W",0,"mat.tourist"
"54LC",1,1964,NA,NA,"ET7Q",0,"mat.tourist"
"PV6N",0,1964,NA,NA,NA,0,"mat.tourist"
"U2ES",1,1964,NA,"9KFR",NA,0,"mat.tourist"
"VTIG",0,1964,NA,NA,NA,0,"mat.tourist"
"TANL",0,1964,NA,NA,NA,0,"mat.tourist"
"66AF",1,1964,NA,NA,NA,0,"mat.tourist"
"BENN",0,1964,NA,NA,"Y2BG",0,"mat.tourist"
"M1LQ",1,1964,NA,NA,NA,0,"mat.tourist"
"3TPA",1,1964,NA,NA,"72J5",0,"mat.trad"
"OGJS",0,1964,NA,NA,NA,0,"mat.trad"
"64JQ",1,1964,NA,NA,"ONM0",0,"mat.trad"
"MWNN",0,1964,NA,NA,NA,0,"mat.trad"
"O1OZ",0,1964,NA,NA,NA,0,"mat.trad"
"UMDT",1,1964,NA,NA,"IHCB",0,"mat.trad"
"BOPS",0,1964,NA,NA,"X5XY",0,"mat.trad"
"FCW0",1,1964,NA,NA,NA,0,"mat.trad"
"7MTN",1,1964,NA,NA,"7HCV",0,"mat.trad"
"ISUS",0,1964,NA,NA,NA,0,"mat.trad"
"PCPV",0,1964,NA,NA,"X8AU",0,"mat.trad"
"HIZ7",1,1964,NA,NA,"AV0K",0,"mat.trad"
"FK50",1,1964,NA,NA,"WIAC",0,"mat.trad"
"PVHP",0,1964,NA,NA,NA,0,"mat.trad"
"Y098",1,1964,NA,NA,"JQ3O",0,"mat.trad"
"JBC7",1,1964,NA,NA,"DX1Z",0,"mat.trad"
"LM47",0,1964,NA,"23DQ","COMP",0,"mat.trad"
"BQQR",0,1964,NA,NA,NA,1,"patrilineal"
"SA2N",0,1964,NA,NA,"TGBA",1,"patrilineal"
"WU77",0,1964,NA,NA,NA,1,"patrilineal"
"EGFG",0,1964,NA,NA,NA,1,"patrilineal"
"PD42",0,1964,NA,NA,NA,1,"patrilineal"
"WULW",0,1964,NA,NA,NA,1,"patrilineal"
"UJQ0",0,1964,NA,NA,NA,1,"patrilineal"
"R0YI",0,1965,NA,NA,"ETRE",0,"mat.tourist"
"DZWV",0,1965,NA,NA,"GY9S",0,"mat.tourist"
"UFP1",0,1965,NA,NA,NA,0,"mat.tourist"
"5U1D",0,1965,NA,NA,NA,0,"mat.tourist"
"PU38",1,1965,NA,NA,"85EI",0,"mat.tourist"
"P2M3",1,1965,NA,NA,"DJN3",0,"mat.tourist"
"FFG1",1,1965,NA,NA,"AVSU",0,"mat.tourist"
"0VIR",0,1965,NA,NA,NA,0,"mat.tourist"
"YXQW",0,1965,NA,NA,"JJ3A",0,"mat.trad"
"CUIU",0,1965,NA,NA,"PLHP",0,"mat.trad"
"XLTD",0,1965,NA,NA,NA,0,"mat.trad"
"9U89",1,1965,NA,NA,"BBK7",0,"mat.trad"
"LDIV",1,1965,NA,NA,"G3HE",0,"mat.trad"
"WGNF",0,1965,NA,NA,NA,0,"mat.trad"
"RWRZ",1,1965,NA,"2DS2","HN9V",0,"mat.trad"
"N0WF",0,1965,NA,NA,"AV0K",0,"mat.trad"
"9QNU",0,1965,NA,"L8E5","OSLV",0,"mat.trad"
"LKYA",1,1965,NA,NA,NA,0,"mat.trad"
"D9BP",1,1965,NA,NA,"Z6RF",0,"mat.trad"
"JEHS",1,1965,NA,NA,"IQLG",0,"mat.trad"
